id_tov,Наименование,Вес,Категория,Подкатегория,Состав,Пищевая ценность,Срок годности
1232,"Торт ""Эстерхази""",200 г,"Сладости, кондитерские изделия",Торты,"масло сладко-сливочное несоленое м.д.ж. 82,5%, яичный белок, молоко сгущеное с сахаром вареное (молоко цельное, сахароза, лактоза), мука арахисовая, сахарная пудра, молоко нормализованное пастеризованное 3,2%, сахар, шоколад темный (какао тертое, сахар, какао масло, эмульгатор - соевый лецитин, ароматизатор - натуральный ваниль), вода питьевая, глюкоза, картофельный крахмал, белый шоколад (сахар, какао-масло, молоко цельное сухое, эмульгатор - соевый лецитин, ароматизатор - натуральный ваниль), регулятор кислотности - лимонная кислота, желатин, загуститель - пектин яблочный","белки 7,6 г, жиры 23,2 г, углеводы 38,4 г; 392,8 ккал",72 часа
1101,"Крупа ячменная перловая, 500г",500 г,Бакалея,Крупы. Бобовые,крупа ячменная перловая №1,"белки 12,1 г, жиры 0,8 г, углеводы 73,4 г; 349,2 ккал",18 месяцев 
1136,Горох зеленый колотый шлифованный 1 сорт,500 г,Бакалея,Крупы. Бобовые,горох колотый шлифованный 1 сорт (зеленый),"белки 23 г, жиры 1,6 г, углеводы 48,1; 299 ккал",20 месяцев
1387,Пшеница для проращивания порционная,150 г,Бакалея,Крупы. Бобовые,зерна пшеницы,"белки 16,0 г; жиры 2,1 г; углеводы 77,4 г; 397 ккал",12 месяцев
84,"Пшено шлифованное, 500 гр",500 г,Бакалея,Крупы. Бобовые,крупа пшено шлифованное 1 сорта,"белки 12 г, жиры 3 г, углеводы 66г; 339 ккал",9 месяцев
117,"Рис шлифованный длиннозерный, 500 гр",500 г,Бакалея,Крупы. Бобовые,рис белый шлифованный длиннозерный 1 сорт,белки 7 г; жиры 1 г; углеводы 71 г; 321 ккал,18 месяцев
830,"Крупа полбяная цельная, 500г",500 г ,Бакалея,Крупы. Бобовые,полба,"белки 14,7 г, жиры 2,2 г, углеводы 61,2 г; 323 ккал ",12 месяцев 
831,"Крупа полбяная дробленая, 500г",500 г ,Бакалея,Крупы. Бобовые,полба,"белки 14,7 г, жиры 2,2 г, углеводы 61,2 г; 323 ккал ",12 месяцев 
752,Смесь - суп из чечевицы,250 г,Бакалея,Крупы. Бобовые,"чечевица (К - колотая, Ц - целая: указано на поле даты изготовления), овощи и зелень сушеные (лук репчатый, томаты, петрушка, чеснок), специи молотые (кумин, перец чили, куркума)","белки 22 г, жиры 1,5 г, углеводы 49 г; 300 ккал",12 месяцев
753,Смесь - суп с булгуром,250 г,Бакалея,Крупы. Бобовые,"чечевица (К - колотая, Ц - цельная; указано в поле даты изготовления), крупа пшеничная, овощи сушеные (лук репчатый, томаты), булгур из твердых сортов пшеницы, специи молотые (перец черный, куркума)","белки 19 г, жиры 1,5 г, углеводы 54 г; 310 ккал",12 месяцев
754,Смесь - суп с мелкой пастой,250 г,Бакалея,Крупы. Бобовые,"чечевица (К - колотая, Ц - цельная; указано в поле даты изготовления), паста (мука пшеничная из твердых сортов пшеницы, вода питьевая), овощи и зелень сушеные (томаты, лук репчатый, морковь, чеснок, петрушка), специи молотые и травы сушеные (базилик, лавровый лист, перец черный)","белки 18 г, жиры 1,5 г, углеводы 55 г; 310 ккал",12 месяцев
746,Рис для плова Басмати экстрадлинный,350 г,Бакалея,Крупы. Бобовые,крупа рисовая шлифованная. Высший сорт,"белки 7 г, жиры 1 г, углеводы 80 г; 360 ккал",18 месяцев
747,Кускус,350 г,Бакалея,Крупы. Бобовые,,"белки 12 г, жиры 1 г, углеводы 76,4 г; 360 ккал",12 месяцев
748,Булгур,350 г,Бакалея,Крупы. Бобовые,булгур из твердых сортов пшеницы,"белки 13 г, жиры 1,5 г, углеводы 68 г; 340 ккал",14 месяцев
749,Киноа,350 г,Бакалея,Крупы. Бобовые,киноа,"белки 13 г, жиры 7 г, углеводы 60 г; 360 ккал",12 месяцев
977,"Чечевица тарелочная продов-я, 450г",450 г,Бакалея,Крупы. Бобовые,,"белки 25 г, жиры 1,1 г, углеводы 53 г; 321,9 ккал",24 месяца
417,Крупа Манная,500 г ,Бакалея,Крупы. Бобовые,крупа манная марки «М» - 100%,"белки 12 г, жиры 1 г, углеводы 67 г; 325 ккал",10 месяцев 
422,Фасоль продовольственная белая,500 г ,Бакалея,Крупы. Бобовые,фасоль продовольственная – 100%,"белки 21 г, жиры 2 г, углеводы 49 г; 298 ккал",22 месяца 
419,Отруби пшеничные,300 г ,Бакалея,Крупы. Бобовые,отруби пшеничные,"белки 16 г, жиры 4 г, углеводы 17 г; 168 ккал",6 месяцев 
420,Крупа гречневая зеленая непропаренная,500 г ,Бакалея,Крупы. Бобовые,крупа гречневая ядрица (непропаренная) 1 сорт,"белки 12,6 г, жиры 2,6 г, углеводы 68 г; 329 ккал",20 месяцев
426,"Крупа гречневая ядрица, 900г",900 г ,Бакалея,Крупы. Бобовые,крупа гречневая ядрица быстроразвариваемая 1 сорт – 100%,"белки 12 г, жиры 2 г, углеводы 67 г; 334 ккал",20 месяцев 
428,Рис шлифованный длиннозерный,900 г ,Бакалея,Крупы. Бобовые,рис шлифованный длиннозерный 1 сорт – 100%,"белки 7 г, жиры 1 г, углеводы 71 г; 321 ккал",18 месяцев 
1443,"Фасоль продовольст. красная, 500г",500 г ,Бакалея,Крупы. Бобовые,,"белки 21 г, жиры 2 г, углеводы 46,6 г; 292 ккал",12 месяцев 
1445,"Горох колотый шлифованный, 500г",500 г ,Бакалея,Крупы. Бобовые,горох колотый шлифованный 1 сорт,"белки 23 г, жиры 1,2 г, углеводы 50 г; 302,8 ккал",20 месяцев 
341,"Пшено шлифованное, 900г",900 г ,Бакалея,Крупы. Бобовые,крупа пшено шлифованное 1 сорт – 100%,"белки 12 г, жиры 3 г, углеводы 66 г; 339 ккал",9 месяцев 
1641,"Шоколад ремесленный классич., 50 гр",50 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао-бобы (содержание какао не менее 75 %), тростниковый сахар","белки 10,8 г, жиры 37,8 г, углеводы 37,1 г; 540 ккал",12 месяцев
514,Шоколад молочный с цельным миндалем,80 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","шоколад молочный 33% (сахар, какао-масло, молоко сухое цельное, какао тертое – общий сухой остаток не менее 33%, эмульгатор – соевый лецитин, натуральный ароматизатор ваниль), миндаль жареный","белки 7,7 г, жиры 38,2 г, углеводы 49,5 г; 573,83 ккал",6 месяцев 
575,Шоколад с кэробом Фундук и изюм,50 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао-масло холодного отжима, кэроб слабой обжарки, ядра фундука, изюм","белки 4,7 г, жиры 40,9 г, углеводы 41,8 г; 555 ккал",4 месяца  
715,Шоколад На Меду 70% какао,45 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао тертое, мед, масло какао ","белки 8,5 г, жиры 41 г, углеводы 34 г; 540 ккал",9 месяцев 
716,Шоколад горький с клюквой,83 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","шоколад горький 75% (какао тертое Эквадор, сахар, какао-масло, эмульгатор – соевый лецитин), клюква сушеная ","белки 9,6 г, жиры 39,8 г, углеводы 28,4 г; 510 ккал",6 месяцев 
701,Шоколад гор.с арахисовой пастой,150 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","горький шоколад (какао тертое, сахарная пудра, какао-масло, эмульгатор – лецитин соевый, натуральная ваниль); арахисовая паста (ядра отборного жареного арахиса, сахар, соль поваренная пищевая)","белки 12,5 г, жиры 36,1 г, углеводы 43,6 г; 550 ккал ",6 месяцев 
690,Шоколад молочный с бананом,90 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахарная пудра, какао-масло, молоко сухое обезжиренное,  какао тертое, молоко сухое цельное, порошок банана (произведен методом низкотемпературной распылительной сушки), эмульгатор – лецитин соевый, экстракт мякоти банана, порошок из стручков ванили","белки 6,2 г, жиры 35 г, углеводы 55,4 г; 552 ккал",12 месяцев 
895,"Шоколад на меду ""Молочный""",45 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","молоко сухое цельное, масло какао, мед, какао тертое.","белки 11 г, жиры 44 г, углеводы 34 г; 580 ккал",9 месяцев
792,"Шоколад горький, 165г",165 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао тертое, сахарная пудра, какао масло, эмульгатор лецитин, ваниль","белки 5,88 г, жиры 35,25 г, углеводы 51,32 г; 540,35 ккал",12 месяцев
793,"Шоколад молочный, 165г",165 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахарная пудра, какао масло, молоко сухое цельное, какао тертое, молоко сухое обезжиренное, эмульгатор лецитин, ваниль","белки 7,6 , жиры 35,6 г, углеводы 51,5 г; 549 ккал",12 месяцев
767,Шоколад молочный Машинки,100 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар, масло какао, сухое цельное молоко, какао тертое, эмульгатор – соевый лецитин, натуральный ароматизатор – ваниль ","белки 7 г, жиры 36 г, углеводы 51 г; 560 ккал",12 месяцев 
768,Шоколад молочный Алфавит,100 г ,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар, масло какао, сухое цельное молоко, какао тертое, эмульгатор – соевый лецитин, натуральный ароматизатор – ваниль ","белки 7 г, жиры 36 г, углеводы 51 г; 560 ккал",12 месяцев 
854,Шоколад молочный с клубникой,90 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахарная пудра, какао-масло, молоко сухое обезжиренное, какао тертое, молоко сухое цельное, порошок клубники (клубника свежая, глюкозный сироп), эмульгатор - лецитин соевый, экстракт клубники, порошок из стручков ванили","белки 6,2 г, жиры 35 г углеводы 55,4 г; 561,5 ккал",12 месяцев
855,Шоколад молочный с манго,90 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахарная пудра, какао-масло, молоко сухое обезжиренное, какао тертое, молоко сухое цельное, порошок манго (сок манго, сконцентрированный путем вакуумной сушки), эмульгатор - лецитин соевый, экстракт мякоти манго, порошок из стручков ванили","белки 6,3 г, жиры 35 г углеводы 55,5 г; 562 ккал",12 месяцев
837,Шоколад молочный 45% с какао-крупкой,55 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","шоколад молочный (сахар тростниковый, какао-масло, молоко сухое, какао тертое, эмульгатор - соевый лецитин, ароматизатор - натуральная ваниль), какао-бобы дробленые","белки 7 г, жиры 43 г углеводы 46 г; 601 ккал",12 месяцев
873,Шоколад молочный фигурный,50 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахарная пудра, какао-масло, молоко сухое цельное, какао тертое, молоко сухое обезжиренное, эмульгатор - лецитин соевый, порошок из стручков ванили","белки 7,6 г, жиры 41,1 г, углеводы 48,9 г; 587,8 ккал",12 месяцев
1760,Яйцо шоколадное с сюрпризом,23 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар, масло какао, цельное сухое молоко, какао тёртое, сухое обезжиренное молоко, эмульгатор – лецитин соевый.","белки 5,4 г; жиры 34,3 г; углеводы 57,3 г; 559,5 ккал",18 месяцев
1617,Шоколад молочный с фундуком,30 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар, какао-масло, какао тертое, молоко сухое цельное, фундук дробленый жареный, эмульгатор - соевый лецитин, ароматизатор натуральный ваниль","белки 6,0 г; жиры 34,7 г; углеводы 52,3 г; 545,5 ккал",12 месяцев
1618,Шоколад молочный с фундуком и изюмом,30 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар, какао-масло, какао тертое, молоко сухое цельное, виноград сушеный (изюм), фундук дробленый жареный, эмульгатор - соевый лецитин, ароматизатор натуральный - ваниль.","белки 6,1 г; жиры 31,1 г; углеводы 57,5 г; 534,3 ккал",12 месяцев
1144,Шоколад без сахара на изомальте,25 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","подсластитель - изомальт, какао-масло, молоко сухое цельное, какао тертое, фосфатидные концентраты (эмульгатор - лецитин соевый)","белки 8,5 г, жиры 34 г, углеводы 51 г (в т.ч. изомальт 41 г); 470 ккал",9 месяцев
1106,"Шоколад молочный ""Медаль"", 45г",45 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","сахар-песок, масло какао, молоко сухое цельное, тертое какао, сыворотка молочная сухая, эмульгатор: соевый лецитин и ароматизатор ""Ванилин""","белки 7 г, жиры 38 г, углеводы 51 г; 570 ккал",12 месяцев
1086,Шоколад горький с имбирем,90 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао тертое, сахарная пудра, какао-масло, эмульгатор - лецитин соевый, экстракт имбиря, порошок из стручков ванили","белки 7,6 г, жиры 39,4 г, углеводы 45 г; 565 ккал",12 месяцев
1087,Шоколад горький с мятой,90 г,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики","какао тертое, сахарная пудра, какао-масло, эмульгатор - лецитин соевый, порошок из стручков ванили, экстракт мяты","белки 7,6 г, жиры 39,7 г, углеводы 43,8 г; 563 ккал",12 месяцев
1069,Шоколад молочный Арифметика,,"Сладости, кондитерские изделия","Шоколад, шоколадные батончики",,,
1162,Кофе с собой ВкусВилл,1 стакан,Бакалея,Чай.Кофе.Какао,,,
1273,Липа с чёрным чаем,75 г,Бакалея,Чай.Кофе.Какао,"цветки липы, чай черный крупнолистовой",,2 года
1575,"Кофе ""Декаф"" без кофеина",150 г,Бакалея,Чай.Кофе.Какао,100% арабика (декофеинизированная),,3 месяца
1559,Иван-чай с ромашкой,75 г,Бакалея,Чай.Кофе.Какао,"листья Иван-чая (Кипрей узколистный Epiolbium angustifolium), цветки ромашки аптечной целые. (Листья Иван-чая 70%, цветки ромашки аптечной целые 30%)","белки 22,5 г; жиры 3 г; углеводы 11,5 г; 163 ккал",24 месяца
1476,"Кофе жареный, молотый в капсулах",55 г,Бакалея,Чай.Кофе.Какао,100% арабика,,
825,Иван-чай с липой,75 г ,Бакалея,Чай.Кофе.Какао,"иван-чай (кипрей узколистный), цветки липы","углеводы 37,5 г; 150 ккал ",24 месяца 
773,Горный чабрец,40 г ,Бакалея,Чай.Кофе.Какао,трава чабреца 100% ,"белки 9,1 г, жиры 7,4 г, углеводы 63,9 г; 359 ккал",2 года
774,Мята душистая,40 г ,Бакалея,Чай.Кофе.Какао,листья мяты 100% ,"белки 19,9 г, жиры 6 г, углеводы 22,2 г; 222 ккал",2 года
731,Иван-чай с земляникой,75 г ,Бакалея,Чай.Кофе.Какао,"листья и цветки иван-чая (ферментированные), земляника сушеная ","белки 4,4 г, жиры 1,62 г, углеводы 30,76 г; 151 ккал ",2 года    
993,"Цикорий растворимый, порошок",100 г,Бакалея,Чай.Кофе.Какао,экстракт цикория,"белки 4 г; жиры 0,2 г; углеводы 65 г; пищевые волокна 17 г; 312 ккал",24 месяца
984,Какао-напиток растворимый,375 г,Бакалея,Чай.Кофе.Какао,"сахар, какао-порошок, эмульгатор лецитин, соль пищевая, ароматизатор ванилин, аскорбиновая кислота (витамин С)",,24 месяца
985,"Цикорий растворимый, паста",200 г,Бакалея,Чай.Кофе.Какао, жидкий экстракт жареного цикория.,"белки 9,2 г; жиры 0,14 г; углеводы 59,7 г; 276,8 ккал",24 месяца
301,Кофе Французский,150 г ,Бакалея,Чай.Кофе.Какао,100% Арабика,,90 дней
421,Кофе Эфиопия,150 г,Бакалея,Чай.Кофе.Какао,100 % Арабика,,3 месяца 
418,Кофе Венский,150 г,Бакалея,Чай.Кофе.Какао,100 % Арабика,,3 месяца
1717,Чай чёрный с ромашкой в пакетиках,50 г (25 пакетиков по 2 г),Бакалея,Чай.Кофе.Какао,"чай черный байховый, трава душицы, цветки ромашки аптечной ",,24 месяца 
1718,Чай с мятой и календулой в пакетиках,50 г (25 пакетиков по 2 г),Бакалея,Чай.Кофе.Какао,"чай черный байховый, литья мяты перечной, цветки календулы ",,24 месяца 
1699,Чай зеленый байховый в пакетиках,"37, 5 г (25 пакетиков по 1, 5 г)",Бакалея,Чай.Кофе.Какао,чай зеленый байховый ,,36  месяцев 
1700,Чай чёрный байховый в пакетиках,"37, 5 г (25 пакетиков по 1, 5 г)",Бакалея,Чай.Кофе.Какао,чай черный байховый ,,36 месяцев 
2070,Иван-чай,75 г ,Бакалея,Чай.Кофе.Какао,иван-чай (кипрей узколистый) ,"углеводы 37,5 г; 150 ккал ",24 месяца
2060,"Чай детский травяной ""Баюшки-баю""",44 г ,Бакалея,Чай.Кофе.Какао,"цветки ромашки аптечной, трава мелиссы лекарственной, плоды фенхеля обыкновенного",,2 года 
1985,Кофе натуральный молотый,200 г ,Бакалея,Чай.Кофе.Какао,смесь Арабики и Робусты (содержание Арабики не менее 95%),,12 месяцев 
1986,Кофе натуральный растворимый субл.,100 г ,Бакалея,Чай.Кофе.Какао,"из кофе отборных сортов, выращенного на высокогорных плантациях Бразилии",,24 месяца 
522,Лапша по-домашнему яичная,250 г,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, яйцо перепелиное цельное, вода, соль","белки 13,7 г, жиры 6 г, углеводы 65,1 г; 369 ккал",12 месяцев
528,Лапша с куркумой постная,250 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, вода, соль, куркума","белки 10,4 г, жиры 1,1 г, углеводы 71,5 г; 334 ккал",24 месяца
1689,Макароны перо рифленое,450 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы (дурум), вода ","белки 10 г, жиры 1 г, углеводы 70 г; 337 ккал ",2 года 
315,Макароны Спагетти,400 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы (дурум), вода","белки 10 г, жиры 1 г, углеводы 70 г; 337 ккал",2 года 
316,Макароны Вермишель,450 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы (дурум), вода","белки 10 г, жиры 1 г, углеводы 70 г; 337 ккал",2 года
937,"Макаронные изделия цельнозерн. ракушки ""Три злака"" ",300 г,Бакалея,Макаронные изделия,"мука пшеничная цельнозерновая обойная, мука ржаная цельнозерновая обойная, мука ячменная цельнозерновая обойная, вода питьевая","белки 11,7 г, жиры 1 г, углеводы 74 г; 351,8 ккал",12 месяцев
755,Лапша домашняя с укропом и петрушкой,250 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, вода питьевая, укроп сушеный, петрушка сушеная, соль поваренная пищевая","белки 10,4 г, жиры 1,1 г, углеводы 71,5 г; 337,5 ккал ",24 месяца
836,"Макаронные изд. ""Пружина"", дурум",450 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, вода питьевая","белки 10 г, жиры 1 г, углеводы 70 г; 337 ккал",2 года
772,Макаронные изделия Игрушки,500 г ,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, вода питьевая ","белки 10 г, жиры 1 г, углеводы 70 г; 337 ккал ",2 года 
1092,Макаронные изделия Бантики,500 г,Бакалея,Макаронные изделия,"мука из твердой пшеницы для макаронных изделий высшего сорта, вода питьевая.","белки  10,0 г; жиры 1,0 г; углеводы 70,0; 337 ккал",2 года
976,Мука из твердой пшеницы (крупка),500 г,Бакалея,Мука,мука из твердых сортов пшеницы (крупка),"белки 12 г, жиры 1 г, углеводы 67 г; 330 ккал",6 месяцев
567,Мука кокосовая органическая,250 г ,Бакалея,Мука,100% кокосовая мука,"белки 19 г, жиры 13 г, углеводы 51 г; 320 ккал",12 месяцев 
510,Льняная каша,400 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"семена льна очищенные, частично обезжиренные и измельченные","белки 35,7 г, жиры 7,5 г, углеводы 0,9 г, пищевые волокна 49 г, в т.ч. клетчатка 8,2 г; 312 ккал  ",12 месяцев 
634,Отруби сибирские Сила гречихи,100 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"отруби пшеничные пищевые, оболочка зёрен гречихи, травяной сбор сушеный (ромашка цветы, календула цветы, володушка трава, тысячелистник трава, таволга трава, клевер трава, мята трава, курильский чай побеги, крушина кора, тыква плоды, шиповник плоды, укроп пахучий плоды), яблоко плоды сушеные","белки 11 г, жиры 2 г, углеводы 14 г; 115 ккал",12 месяцев 
635,Отруби сибирские Сила трав очищающие,100 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"отруби пшеничные пищевые, мука ржаная обдирная, травяной сбор сушеный (ромашка цветы, календула цветы, володушка трава, тысячелистник трава, таволга трава, клевер трава, мята трава, курильский чай побеги, крушина кора, тыква плоды, шиповник плоды, укроп пахучий плоды)","белки 13 г, жиры 2,5 г, углеводы 38 г; 230 ккал",12 месяцев
735,Зерно злаков пророщенное (смесь),300 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"зерно овса, зерно ржи, зерно пшеницы, зерно ячменя","белки 10,8 г, жиры 3,3 г, углеводы 49,9 г; 272 ккал",12 месяцев
736,Зерно злаков (овса голозерного),300 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,зерно овса пророщенное сушеное плющеное,"белки 10 г, жиры 3,2 г, углеводы 37,6 г; 246 ккал",12 месяцев 
374,Мюсли Ягодные,375 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"хлопья пшеничные, хлопья овсяные, клюква, клубника вяленая, курага, хлопья ячменные,;хлопья ржаные, хлопья из пророщенной пшеницы;семена тыквы, ядро миндаля, хлопья гречневые, ядро фисташки, отруби пшеничные ","белки 8 г, жиры 2 г, углеводы 75 г; 350 ккал",9 месяцев
1578,Хлопья кукурузные с топинамбуром,200 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"цельное зерно кукурузы, порошок топинамбура, порошок расторопши","белки 8,4 г, жиры 1,1 г, углеводы 69,4 г; 305 ккал ",12 месяцев 
408,"Геркулес ""Овсяные хлопья"", 400г",400 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,хлопья овсяные «Геркулес»,"белки 12 г, жиры 6 г, углеводы 51 г; 306 ккал ",4 месяца    
16,Гранола Кранч ржаной,280 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"хлопья ржаные, мед натуральный подсолнечный, семечки подсолнечника, мякоть ореха кокосового (стружка), кунжут, ядра кешью сырые, ананас сушеный, виноград сушеный, сироп из топинамбура, клюква сушеная, масло подсолнечное рафинированное и дезодорированное, яблочный сок (100 %-й натуральный яблочный сок прямого отжима), соль морская, кардамон, мускатный орех","белки 8,02 г, жиры 22,98 г, углеводы 48,25 г; 431,9 ккал ",3 месяца         
1841,Мюсли Шоколадные,300 г ,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"хлопья овсяные, хлопья ячменные, хлопья пшеничные, сахар, масло оливковое, изюм малояр в/с, шоколад (сахар, масло какао, какао тертое, лецитин, ароматизатор – ванилин), мука пшеничная в/с, кокосовая стружка, фундук, какао натуральное, хлопья из пророщенной пшеницы, соль","белки 8,3 г, жиры 16,5 г, углеводы 56,5 г; 370 ккал ",9 месяцев  
1043,"Каша заварная ""Каша-малаша""",400 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"виноград сушеный (изюм), крупа гречневая молотая, мука льняная, крупа ячменная молотая, хлопья овсяные, морковь сушеная, соль поваренная пищевая","белки 12,5 г, жиры 3,2 г, углеводы 54,5 г; 296,8 ккал",10 месяцев
1122,Мюсли с бельгийским шоколадом,300 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"ячмень хлопья, пшеница хлопья, овес хлопья, мед натуральный, мякоть ореха кокосового (стружка), ядро миндаля, какао-порошок, масло оливковое рафинированное дезодорированное, сахар коричневый тростниковый, гречка воздушная шарики (крупа гречневая, сахар, соль поваренная пищевая, мука пшеничная в/с), шоколад (какао тертое, сахар, масло какао, эмульгатор - соевый лецитин, натуральный ароматизатор - ваниль), соль морская, цедра апельсина","белки 9,64 г, жиры 13,2 г, углеводы 63 г; 408,4 ккал",3 месяца
1272,Шарики глазированные шоколадным сиропом,200 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"мука пшеничная хлебопекарная 2 сорта, мука кукурузная, сахар, мука рисовая, какао-порошок, соль поваренная пищевая","белки 7,3 г; жиры 3 г; углеводы 78,1 г; 370 ккал",6 месяцев
1239,Хлопья многозерновые для завтрака,200 г,Бакалея,Сухие завтраки.Каши.Хлопья.Мюсли,"зерно пшеницы, крупа кукурузная, крупа гречневая, сахар, хлопья овсяные, соль поваренная пищевая.",белки 8 г; жиры 1 г; углеводы 84 г; 380 ккал,6 месяцев
1319,Навага филе с кожей зам.,,Рыба.Морепродукты,Замороженная рыба,"рыба навага (Eleginus gracilis), глазурь (вода питьевая)","белки 16,1 г, жиры 1 г; 73,4 ккал",9 месяцев
1138,Марлин филе на коже зам.,,Рыба.Морепродукты,Замороженная рыба,"марлин филе, вода питьевая не более 3 %","белки 24,9 г, жиры 5,5 г, углеводы 0,35 г; 149,5 ккал",6 месяцев
1676,Корюшка азиатская в/у зам.,500 г,Рыба.Морепродукты,Замороженная рыба,,,8 месяцев
1749,Масляная (Эсколар) стейк зам.,,Рыба.Морепродукты,Замороженная рыба,,,270 суток
808,"Хек тушка зам., кг",,Рыба.Морепродукты,Замороженная рыба,,,270 суток
1716,Треска филе без кожи в/у (Тих.),,Рыба.Морепродукты,Замороженная рыба,,,12 месяцев
1627,Камбала тушка потрошеная зам.,,Рыба.Морепродукты,Замороженная рыба,,,7 месяцев
1657,Пикша филе без кожи зам. в/у,,Рыба.Морепродукты,Замороженная рыба,,,12 месяцев
1815,Горбуша неразделанная зам. в/у,,Рыба.Морепродукты,Замороженная рыба,,белки 20 г; жиры 4 г; 116 ккал,12 месяцев
95,Камбала потрошеная без головы зам.,,Рыба.Морепродукты,Замороженная рыба,,,7 месяцев
97,Дорада неразделанная зам.,,Рыба.Морепродукты,Замороженная рыба,,,9 месяцев
98,Сибас неразделанный зам.,,Рыба.Морепродукты,Замороженная рыба,,,9 месяцев
1840,Барабулька Крымская зам.,500 г ,Рыба.Морепродукты,Замороженная рыба,"барабулька, вода (защитная глазурь) ","белки 19 г, жиры 4 г; 112 ккал ",12 месяцев   
2049,Кета стейк зам.,,Рыба.Морепродукты,Замороженная рыба,"кета, вода (глазурь) не более 5% ","белки 19 г, жиры 5,6 г; 127 ккал",11 месяцев 
1982,Нерка стейк зам.,,Рыба.Морепродукты,Замороженная рыба,"нерка, вода (глазурь) не более 5%","белки 20,42 г, жиры 8,9 г; 163 ккал ",12 месяцев     
259,Палтус синекорый стейк зам.,,Рыба.Морепродукты,Замороженная рыба,"палтус синекорый, вода (глазурь) не более 5% ","белки 12,8 г, жиры 16,1 г; 196,1 ккал",12 месяцев
410,Треска филе без кожи зам.,,Рыба.Морепродукты,Замороженная рыба,"треска, вода питьевая (глазурь) ","белки 17,5 г, жиры 0,8 г; 79 ккал",5 месяцев 
468,Горбуша филе без кожи зам.,,Рыба.Морепродукты,Замороженная рыба,"горбуша, вода (защитная глазурь)","белки 20 г, жиры 4 г; 116 ккал",12 месяцев 
464,Тунец филе без кожи зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 22 г, жиры 1,3 г; 125 ккал",180 суток
439,Конгрио тушка зам.,,Рыба.Морепродукты,Замороженная рыба,"конгрио, вода (глазурь) не более 5% ","белки 19,1 г, жиры 1,9 г; 94 ккал",11 месяцев 
440,Скумбрия зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 18 г, жиры 13 г; 191 ккал",180 суток
1573,Минтай филе без кожи зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 16 г, жиры 1 г; 73 ккал ",180 суток 
1624,Треска филе кусок без кожи зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 17 г, жиры 1 г; 77 ккал ",180 суток  
